Prediction,Actual,Error %
260.11800000000005,260.78,0.2538538231459165
260.11800000000005,260.78,0.2538538231459165
260.11800000000005,260.78,0.2538538231459165
260.11800000000005,260.78,0.2538538231459165
6.32,6.33,0.15797788309636315
6.32,6.33,0.15797788309636315
64505.804000000004,65197.35,1.0606964853632777
64505.804000000004,65197.35,1.0606964853632777
64505.804000000004,65197.35,1.0606964853632777
64505.804000000004,65197.35,1.0606964853632777
79196.288,79938.13,0.9280202076280796
79196.288,79938.13,0.9280202076280796
79196.288,79938.13,0.9280202076280796
79196.288,79938.13,0.9280202076280796
259.61400000000003,264.93,2.0065677726191726
259.61400000000003,264.93,2.0065677726191726
259.61400000000003,264.93,2.0065677726191726
259.61400000000003,264.93,2.0065677726191726
57.818000000000005,6.45,796.4031007751938
57.818000000000005,6.45,796.4031007751938
64505.804000000004,66233.61,2.6086544278652437
64505.804000000004,66233.61,2.6086544278652437
64505.804000000004,66233.61,2.6086544278652437
64505.804000000004,66233.61,2.6086544278652437
79196.288,82063.39,3.4937650028837455
79196.288,82063.39,3.4937650028837455
79196.288,82063.39,3.4937650028837455
79196.288,82063.39,3.4937650028837455
228.65199999999996,232.82,1.7902242075423223
228.65199999999996,232.82,1.7902242075423223
228.65199999999996,232.82,1.7902242075423223
228.65199999999996,232.82,1.7902242075423223
5.6339999999999995,5.73,1.675392670157085
5.6339999999999995,5.73,1.675392670157085
56592.712,58205.8,2.7713526830659543
56592.712,58205.8,2.7713526830659543
56592.712,58205.8,2.7713526830659543
56592.712,58205.8,2.7713526830659543
68947.48800000001,70941.94,2.8113863252118425
68947.48800000001,70941.94,2.8113863252118425
68947.48800000001,70941.94,2.8113863252118425
68947.48800000001,70941.94,2.8113863252118425
204.82999999999998,233.73,12.364694305395117
204.82999999999998,233.73,12.364694305395117
249.97199999999998,233.73,6.949043768450773
249.97199999999998,233.73,6.949043768450773
56.049999999999976,5.78,869.723183391003
56.049999999999976,5.78,869.723183391003
69229.13399999999,58432.67,18.476759662017827
69229.13399999999,58432.67,18.476759662017827
69229.13399999999,58432.67,18.476759662017827
69229.13399999999,58432.67,18.476759662017827
72046.006,70290.46,2.497559412756706
72046.006,70290.46,2.497559412756706
72046.006,70290.46,2.497559412756706
72046.006,70290.46,2.497559412756706
276.73199999999997,275.8,0.3379260333574908
276.73199999999997,275.8,0.3379260333574908
276.73199999999997,275.8,0.3379260333574908
276.73199999999997,275.8,0.3379260333574908
6.845999999999999,6.82,0.38123167155423626
6.845999999999999,6.82,0.38123167155423626
69048.34599999999,68950.11,0.14247402941052578
69048.34599999999,68950.11,0.14247402941052578
69048.34599999999,68950.11,0.14247402941052578
69048.34599999999,68950.11,0.14247402941052578
84345.898,83652.64,0.8287341559094867
84345.898,83652.64,0.8287341559094867
84345.898,83652.64,0.8287341559094867
84345.898,83652.64,0.8287341559094867
272.63,277.9,1.8963655991363737
272.63,277.9,1.8963655991363737
272.63,277.9,1.8963655991363737
272.63,277.9,1.8963655991363737
6.624,6.76,2.011834319526629
6.624,6.76,2.011834319526629
68147.02200000001,69476.45,1.9134944286876854
68147.02200000001,69476.45,1.9134944286876854
68147.02200000001,69476.45,1.9134944286876854
68147.02200000001,69476.45,1.9134944286876854
85087.50799999999,87395.18,2.6405025998001332
85087.50799999999,87395.18,2.6405025998001332
85087.50799999999,87395.18,2.6405025998001332
85087.50799999999,87395.18,2.6405025998001332
272.85200000000003,268.74,1.5301034457096165
272.85200000000003,268.74,1.5301034457096165
272.85200000000003,268.74,1.5301034457096165
272.85200000000003,268.74,1.5301034457096165
6.613999999999999,6.54,1.1314984709479963
6.613999999999999,6.54,1.1314984709479963
69059.888,67187.42,2.7869324346730506
69059.888,67187.42,2.7869324346730506
69059.888,67187.42,2.7869324346730506
69059.888,67187.42,2.7869324346730506
85802.074,83443.37,2.8267122960158466
85802.074,83443.37,2.8267122960158466
85802.074,83443.37,2.8267122960158466
85802.074,83443.37,2.8267122960158466
263.734,261.59,0.8196031958408216
263.734,261.59,0.8196031958408216
263.734,261.59,0.8196031958408216
263.734,261.59,0.8196031958408216
6.4,6.36,0.6289308176100634
6.4,6.36,0.6289308176100634
65637.772,65397.76,0.367003395834957
65637.772,65397.76,0.367003395834957
65637.772,65397.76,0.367003395834957
65637.772,65397.76,0.367003395834957
81178.29400000001,81406.64,0.28050046040469234
81178.29400000001,81406.64,0.28050046040469234
81178.29400000001,81406.64,0.28050046040469234
81178.29400000001,81406.64,0.28050046040469234
284.4920000000001,285.64,0.4019044951687127
284.4920000000001,285.64,0.4019044951687127
284.4920000000001,285.64,0.4019044951687127
284.4920000000001,285.64,0.4019044951687127
7.01,7.04,0.42613636363636714
7.01,7.04,0.42613636363636714
71188.58200000001,71411.37,0.3119783306215606
71188.58200000001,71411.37,0.3119783306215606
71188.58200000001,71411.37,0.3119783306215606
71188.58200000001,71411.37,0.3119783306215606
87431.552,87203.84,0.2611261155472047
87431.552,87203.84,0.2611261155472047
87431.552,87203.84,0.2611261155472047
87431.552,87203.84,0.2611261155472047
276.998,279.74,0.9801958961893252
276.998,279.74,0.9801958961893252
276.998,279.74,0.9801958961893252
276.998,279.74,0.9801958961893252
61.081999999999994,6.84,793.0116959064327
61.081999999999994,6.84,793.0116959064327
69433.726,69937.0,0.7196105065988031
69433.726,69937.0,0.7196105065988031
69433.726,69937.0,0.7196105065988031
69433.726,69937.0,0.7196105065988031
84952.556,85698.5,0.8704283038793014
84952.556,85698.5,0.8704283038793014
84952.556,85698.5,0.8704283038793014
84952.556,85698.5,0.8704283038793014
