Prediction,Actual,% Difference
241.286,247.72,2.59728726
241.286,247.72,2.59728726
195.198,247.74,21.20852507
195.198,247.74,21.20852507
246.022,247.74,0.693468959
246.022,247.74,0.693468959
244.498,247.76,1.316596706
244.498,247.76,1.316596706
244.498,247.76,1.316596706
244.498,247.76,1.316596706
256.116,247.83,3.343420893
256.116,247.83,3.343420893
256.116,247.83,3.343420893
256.116,247.83,3.343420893
257.866,248.06,3.953075869
257.866,248.06,3.953075869
257.866,248.06,3.953075869
257.866,248.06,3.953075869
250.918,248.07,1.148063047
250.918,248.07,1.148063047
250.918,248.07,1.148063047
250.918,248.07,1.148063047
250.918,248.07,1.148063047
250.918,248.07,1.148063047
250.918,248.07,1.148063047
250.918,248.07,1.148063047
243.502,248.17,1.880968691
243.502,248.17,1.880968691
243.502,248.17,1.880968691
243.502,248.17,1.880968691
252.562,248.18,1.765653961
252.562,248.18,1.765653961
252.562,248.18,1.765653961
252.562,248.18,1.765653961
260.89,248.43,5.015497323
260.89,248.43,5.015497323
260.89,248.43,5.015497323
260.89,248.43,5.015497323
205.85,248.5,17.16297787
205.85,248.5,17.16297787
253.316,248.5,1.938028169
253.316,248.5,1.938028169
241.11,248.72,3.059665487
241.11,248.72,3.059665487
241.11,248.72,3.059665487
241.11,248.72,3.059665487
246.156,248.75,1.04281407
246.156,248.75,1.04281407
246.156,248.75,1.04281407
246.156,248.75,1.04281407
259.738,248.87,4.366938562
259.738,248.87,4.366938562
259.738,248.87,4.366938562
259.738,248.87,4.366938562
258.962,248.98,4.009157362
258.962,248.98,4.009157362
258.962,248.98,4.009157362
258.962,248.98,4.009157362
216.494,249,13.05461847
216.494,249,13.05461847
269.24,249,8.128514056
269.24,249,8.128514056
207.968,249.11,16.51559552
207.968,249.11,16.51559552
256.022,249.11,2.774677853
256.022,249.11,2.774677853
249.132,249.17,0.015250632
249.132,249.17,0.015250632
249.132,249.17,0.015250632
249.132,249.17,0.015250632
251.724,249.42,0.923743084
251.724,249.42,0.923743084
251.724,249.42,0.923743084
251.724,249.42,0.923743084
214.258,249.55,14.14225606
214.258,249.55,14.14225606
263.446,249.55,5.568423162
263.446,249.55,5.568423162
257.98,249.58,3.365654299
257.98,249.58,3.365654299
257.98,249.58,3.365654299
257.98,249.58,3.365654299
262.684,249.65,5.220909273
262.684,249.65,5.220909273
262.684,249.65,5.220909273
262.684,249.65,5.220909273
249.388,249.78,0.156938106
249.388,249.78,0.156938106
249.388,249.78,0.156938106
249.388,249.78,0.156938106
254.624,249.82,1.922984549
254.624,249.82,1.922984549
254.624,249.82,1.922984549
254.624,249.82,1.922984549
257.756,249.94,3.127150516
257.756,249.94,3.127150516
257.756,249.94,3.127150516
257.756,249.94,3.127150516
256.67,250.11,2.622845948
256.67,250.11,2.622845948
256.67,250.11,2.622845948
256.67,250.11,2.622845948
248.706,250.17,0.585202063
248.706,250.17,0.585202063
248.706,250.17,0.585202063
248.706,250.17,0.585202063
252.55,250.29,0.902952575
252.55,250.29,0.902952575
252.55,250.29,0.902952575
252.55,250.29,0.902952575
238.01,250.3,4.910107871
238.01,250.3,4.910107871
238.01,250.3,4.910107871
238.01,250.3,4.910107871
250.128,250.37,0.096656948
250.128,250.37,0.096656948
250.128,250.37,0.096656948
250.128,250.37,0.096656948
253.268,250.43,1.133250809
253.268,250.43,1.133250809
253.268,250.43,1.133250809
253.268,250.43,1.133250809
240.744,250.43,3.867747474
240.744,250.43,3.867747474
240.744,250.43,3.867747474
240.744,250.43,3.867747474
253.776,250.44,1.332055582
253.776,250.44,1.332055582
253.776,250.44,1.332055582
253.776,250.44,1.332055582
252.346,250.51,0.732904874
252.346,250.51,0.732904874
252.346,250.51,0.732904874
252.346,250.51,0.732904874
255.262,250.61,1.856270699
255.262,250.61,1.856270699
255.262,250.61,1.856270699
255.262,250.61,1.856270699
253.172,250.62,1.018274679
253.172,250.62,1.018274679
253.172,250.62,1.018274679
253.172,250.62,1.018274679
258.302,250.62,3.065198308
258.302,250.62,3.065198308
258.302,250.62,3.065198308
258.302,250.62,3.065198308
257.866,250.63,2.887124446
257.866,250.63,2.887124446
257.866,250.63,2.887124446
257.866,250.63,2.887124446
249.752,250.66,0.362243677
249.752,250.66,0.362243677
249.752,250.66,0.362243677
249.752,250.66,0.362243677
254.574,250.85,1.484552521
254.574,250.85,1.484552521
254.574,250.85,1.484552521
254.574,250.85,1.484552521
245.934,251.01,2.02223019
245.934,251.01,2.02223019
245.934,251.01,2.02223019
245.934,251.01,2.02223019
255.268,251.04,1.684193754
255.268,251.04,1.684193754
255.268,251.04,1.684193754
255.268,251.04,1.684193754
256.322,251.07,2.091846895
256.322,251.07,2.091846895
256.322,251.07,2.091846895
256.322,251.07,2.091846895
245.342,251.12,2.300892004
245.342,251.12,2.300892004
245.342,251.12,2.300892004
245.342,251.12,2.300892004
254.136,251.18,1.17684529
254.136,251.18,1.17684529
254.136,251.18,1.17684529
254.136,251.18,1.17684529
240.576,251.21,4.233111739
240.576,251.21,4.233111739
240.576,251.21,4.233111739
240.576,251.21,4.233111739
256.926,251.22,2.271315978
256.926,251.22,2.271315978
256.926,251.22,2.271315978
256.926,251.22,2.271315978
250.298,251.46,0.462101328
250.298,251.46,0.462101328
250.298,251.46,0.462101328
250.298,251.46,0.462101328
205.698,251.51,18.21478271
205.698,251.51,18.21478271
205.698,251.51,18.21478271
205.698,251.51,18.21478271
250.476,251.61,0.450697508
250.476,251.61,0.450697508
250.476,251.61,0.450697508
250.476,251.61,0.450697508
235.778,251.92,6.407589711
235.778,251.92,6.407589711
235.778,251.92,6.407589711
235.778,251.92,6.407589711
248.12,251.99,1.535775229
248.12,251.99,1.535775229
248.12,251.99,1.535775229
248.12,251.99,1.535775229
258.388,252.02,2.526783589
258.388,252.02,2.526783589
258.388,252.02,2.526783589
258.388,252.02,2.526783589
245.738,252.09,2.519735015
245.738,252.09,2.519735015
245.738,252.09,2.519735015
245.738,252.09,2.519735015
255.18,252.15,1.201665675
255.18,252.15,1.201665675
255.18,252.15,1.201665675
255.18,252.15,1.201665675
249.12,252.17,1.209501527
249.12,252.17,1.209501527
249.12,252.17,1.209501527
249.12,252.17,1.209501527
260.966,252.18,3.484019351
260.966,252.18,3.484019351
260.966,252.18,3.484019351
260.966,252.18,3.484019351
253.712,252.22,0.591547062
253.712,252.22,0.591547062
253.712,252.22,0.591547062
253.712,252.22,0.591547062
252.016,252.27,0.100685773
252.016,252.27,0.100685773
252.016,252.27,0.100685773
252.016,252.27,0.100685773
205.698,252.33,18.48056117
205.698,252.33,18.48056117
205.698,252.33,18.48056117
205.698,252.33,18.48056117
249.288,252.7,1.350217649
249.288,252.7,1.350217649
249.288,252.7,1.350217649
249.288,252.7,1.350217649
255.276,252.76,0.995410666
255.276,252.76,0.995410666
255.276,252.76,0.995410666
255.276,252.76,0.995410666
236.648,252.76,6.374426333
236.648,252.76,6.374426333
236.648,252.76,6.374426333
236.648,252.76,6.374426333
260.378,252.88,2.965042708
260.378,252.88,2.965042708
260.378,252.88,2.965042708
260.378,252.88,2.965042708
272.44,252.9,7.726374061
272.44,252.9,7.726374061
272.44,252.9,7.726374061
272.44,252.9,7.726374061
250.944,252.9,0.773428233
250.944,252.9,0.773428233
250.944,252.9,0.773428233
250.944,252.9,0.773428233
253.632,252.92,0.281511941
253.632,252.92,0.281511941
253.632,252.92,0.281511941
253.632,252.92,0.281511941
247.912,252.98,2.003320421
247.912,252.98,2.003320421
247.912,252.98,2.003320421
247.912,252.98,2.003320421
246.444,253,2.591304348
246.444,253,2.591304348
246.444,253,2.591304348
246.444,253,2.591304348
253.08,253.03,0.019760503
253.08,253.03,0.019760503
253.08,253.03,0.019760503
253.08,253.03,0.019760503
258.554,253.21,2.110501165
258.554,253.21,2.110501165
258.554,253.21,2.110501165
258.554,253.21,2.110501165
251.926,253.23,0.514946886
251.926,253.23,0.514946886
251.926,253.23,0.514946886
251.926,253.23,0.514946886
260.392,253.27,2.812018794
260.392,253.27,2.812018794
260.392,253.27,2.812018794
260.392,253.27,2.812018794
257.858,253.35,1.779356621
257.858,253.35,1.779356621
257.858,253.35,1.779356621
257.858,253.35,1.779356621
258.182,253.39,1.891155926
258.182,253.39,1.891155926
258.182,253.39,1.891155926
258.182,253.39,1.891155926
256.528,253.41,1.230417111
256.528,253.41,1.230417111
256.528,253.41,1.230417111
256.528,253.41,1.230417111
249.288,253.42,1.630494831
249.288,253.42,1.630494831
249.288,253.42,1.630494831
249.288,253.42,1.630494831
257.64,253.43,1.661208223
257.64,253.43,1.661208223
257.64,253.43,1.661208223
257.64,253.43,1.661208223
254.574,253.44,0.447443182
254.574,253.44,0.447443182
254.574,253.44,0.447443182
254.574,253.44,0.447443182
238.184,253.46,6.026986507
238.184,253.46,6.026986507
238.184,253.46,6.026986507
238.184,253.46,6.026986507
260.878,253.51,2.906394225
260.878,253.51,2.906394225
260.878,253.51,2.906394225
260.878,253.51,2.906394225
246.406,253.63,2.848243504
246.406,253.63,2.848243504
246.406,253.63,2.848243504
246.406,253.63,2.848243504
267.136,253.68,5.304320404
267.136,253.68,5.304320404
267.136,253.68,5.304320404
267.136,253.68,5.304320404
255.476,253.72,0.692101529
255.476,253.72,0.692101529
255.476,253.72,0.692101529
255.476,253.72,0.692101529
251.12,253.73,1.028652505
251.12,253.73,1.028652505
251.12,253.73,1.028652505
251.12,253.73,1.028652505
263.274,253.8,3.73286052
263.274,253.8,3.73286052
263.274,253.8,3.73286052
263.274,253.8,3.73286052
258.186,253.89,1.692071369
258.186,253.89,1.692071369
258.186,253.89,1.692071369
258.186,253.89,1.692071369
256.392,253.95,0.961606615
256.392,253.95,0.961606615
256.392,253.95,0.961606615
256.392,253.95,0.961606615
262.054,253.97,3.183053117
262.054,253.97,3.183053117
262.054,253.97,3.183053117
262.054,253.97,3.183053117
257.392,253.99,1.339422812
257.392,253.99,1.339422812
257.392,253.99,1.339422812
257.392,253.99,1.339422812
256.502,254.06,0.96119027
256.502,254.06,0.96119027
256.502,254.06,0.96119027
256.502,254.06,0.96119027
255.464,254.08,0.544710327
255.464,254.08,0.544710327
255.464,254.08,0.544710327
255.464,254.08,0.544710327
250.37,254.1,1.467926013
250.37,254.1,1.467926013
250.37,254.1,1.467926013
250.37,254.1,1.467926013
256.322,254.11,0.870489158
256.322,254.11,0.870489158
256.322,254.11,0.870489158
256.322,254.11,0.870489158
250.656,254.15,1.374778674
250.656,254.15,1.374778674
250.656,254.15,1.374778674
250.656,254.15,1.374778674
245.43,254.15,3.431044659
245.43,254.15,3.431044659
245.43,254.15,3.431044659
245.43,254.15,3.431044659
262.642,254.18,3.329136832
262.642,254.18,3.329136832
262.642,254.18,3.329136832
262.642,254.18,3.329136832
259.02,254.2,1.896144768
259.02,254.2,1.896144768
259.02,254.2,1.896144768
259.02,254.2,1.896144768
254.374,254.2,0.068450039
254.374,254.2,0.068450039
254.374,254.2,0.068450039
254.374,254.2,0.068450039
250.068,254.27,1.652574035
250.068,254.27,1.652574035
250.068,254.27,1.652574035
250.068,254.27,1.652574035
259.048,254.5,1.787033399
259.048,254.5,1.787033399
259.048,254.5,1.787033399
259.048,254.5,1.787033399
251.736,254.52,1.093823668
251.736,254.52,1.093823668
251.736,254.52,1.093823668
251.736,254.52,1.093823668
253.528,254.55,0.40149283
253.528,254.55,0.40149283
253.528,254.55,0.40149283
253.528,254.55,0.40149283
259.992,254.56,2.133878064
259.992,254.56,2.133878064
259.992,254.56,2.133878064
259.992,254.56,2.133878064
261.972,254.67,2.867239958
261.972,254.67,2.867239958
261.972,254.67,2.867239958
261.972,254.67,2.867239958
259.76,254.67,1.998664939
259.76,254.67,1.998664939
259.76,254.67,1.998664939
259.76,254.67,1.998664939
250.128,254.73,1.806618773
250.128,254.73,1.806618773
250.128,254.73,1.806618773
250.128,254.73,1.806618773
251.096,254.76,1.43821636
251.096,254.76,1.43821636
251.096,254.76,1.43821636
251.096,254.76,1.43821636
254.682,254.83,0.058077934
254.682,254.83,0.058077934
254.682,254.83,0.058077934
254.682,254.83,0.058077934
206.03,255.05,19.21976083
206.03,255.05,19.21976083
256.83,255.05,0.697902372
256.83,255.05,0.697902372
250.832,255.24,1.727002037
250.832,255.24,1.727002037
250.832,255.24,1.727002037
250.832,255.24,1.727002037
240.576,255.25,5.748873653
240.576,255.25,5.748873653
240.576,255.25,5.748873653
240.576,255.25,5.748873653
250.06,255.25,2.033300686
250.06,255.25,2.033300686
250.06,255.25,2.033300686
250.06,255.25,2.033300686
253.442,255.32,0.735547548
253.442,255.32,0.735547548
253.442,255.32,0.735547548
253.442,255.32,0.735547548
253.054,255.39,0.91467951
253.054,255.39,0.91467951
253.054,255.39,0.91467951
253.054,255.39,0.91467951
255.376,255.39,0.005481812
255.376,255.39,0.005481812
255.376,255.39,0.005481812
255.376,255.39,0.005481812
250.358,255.47,2.001017732
250.358,255.47,2.001017732
250.358,255.47,2.001017732
250.358,255.47,2.001017732
255.832,255.55,0.110350225
255.832,255.55,0.110350225
255.832,255.55,0.110350225
255.832,255.55,0.110350225
255.308,255.58,0.106424603
255.308,255.58,0.106424603
255.308,255.58,0.106424603
255.308,255.58,0.106424603
259.702,255.6,1.60485133
259.702,255.6,1.60485133
259.702,255.6,1.60485133
259.702,255.6,1.60485133
208.31,255.6,18.50156495
208.31,255.6,18.50156495
259.864,255.6,1.668231612
259.864,255.6,1.668231612
258.53,255.61,1.142365322
258.53,255.61,1.142365322
258.53,255.61,1.142365322
258.53,255.61,1.142365322
268.886,255.67,5.169163375
268.886,255.67,5.169163375
268.886,255.67,5.169163375
268.886,255.67,5.169163375
264.134,255.67,3.310517464
264.134,255.67,3.310517464
264.134,255.67,3.310517464
264.134,255.67,3.310517464
253.04,255.72,1.048021273
253.04,255.72,1.048021273
253.04,255.72,1.048021273
253.04,255.72,1.048021273
254.904,255.77,0.338585448
254.904,255.77,0.338585448
254.904,255.77,0.338585448
254.904,255.77,0.338585448
254.862,255.78,0.358902182
254.862,255.78,0.358902182
254.862,255.78,0.358902182
254.862,255.78,0.358902182
256.84,255.81,0.402642586
256.84,255.81,0.402642586
256.84,255.81,0.402642586
256.84,255.81,0.402642586
256.378,255.91,0.182876793
256.378,255.91,0.182876793
256.378,255.91,0.182876793
256.378,255.91,0.182876793
253.928,255.99,0.805500215
253.928,255.99,0.805500215
253.928,255.99,0.805500215
253.928,255.99,0.805500215
258.49,256.03,0.960824903
258.49,256.03,0.960824903
258.49,256.03,0.960824903
258.49,256.03,0.960824903
260.718,256.13,1.791277867
260.718,256.13,1.791277867
260.718,256.13,1.791277867
260.718,256.13,1.791277867
253.478,256.25,1.081756098
253.478,256.25,1.081756098
253.478,256.25,1.081756098
253.478,256.25,1.081756098
254.886,256.26,0.536174198
254.886,256.26,0.536174198
254.886,256.26,0.536174198
254.886,256.26,0.536174198
246.588,256.33,3.800569578
246.588,256.33,3.800569578
246.588,256.33,3.800569578
246.588,256.33,3.800569578
258.446,256.33,0.825498381
258.446,256.33,0.825498381
258.446,256.33,0.825498381
258.446,256.33,0.825498381
249.318,256.44,2.777257838
249.318,256.44,2.777257838
249.318,256.44,2.777257838
249.318,256.44,2.777257838
259.526,256.51,1.175782621
259.526,256.51,1.175782621
259.526,256.51,1.175782621
259.526,256.51,1.175782621
261.876,256.54,2.079987526
261.876,256.54,2.079987526
261.876,256.54,2.079987526
261.876,256.54,2.079987526
255.892,256.56,0.260367945
255.892,256.56,0.260367945
255.892,256.56,0.260367945
255.892,256.56,0.260367945
259.622,256.61,1.173765637
259.622,256.61,1.173765637
259.622,256.61,1.173765637
259.622,256.61,1.173765637
257.254,256.63,0.243151619
257.254,256.63,0.243151619
257.254,256.63,0.243151619
257.254,256.63,0.243151619
252.15,256.66,1.757188498
252.15,256.66,1.757188498
252.15,256.66,1.757188498
252.15,256.66,1.757188498
240.418,256.69,6.339163972
240.418,256.69,6.339163972
240.418,256.69,6.339163972
240.418,256.69,6.339163972
257.892,256.81,0.421323157
257.892,256.81,0.421323157
257.892,256.81,0.421323157
257.892,256.81,0.421323157
249.06,256.88,3.044222983
249.06,256.88,3.044222983
249.06,256.88,3.044222983
249.06,256.88,3.044222983
258.93,256.91,0.786267565
258.93,256.91,0.786267565
258.93,256.91,0.786267565
258.93,256.91,0.786267565
259.372,256.92,0.954382687
259.372,256.92,0.954382687
259.372,256.92,0.954382687
259.372,256.92,0.954382687
254.468,257.05,1.004473838
254.468,257.05,1.004473838
254.468,257.05,1.004473838
254.468,257.05,1.004473838
258.302,257.07,0.479246898
258.302,257.07,0.479246898
258.302,257.07,0.479246898
258.302,257.07,0.479246898
258.302,257.08,0.475338416
258.302,257.08,0.475338416
258.302,257.08,0.475338416
258.302,257.08,0.475338416
260.588,257.14,1.340903788
260.588,257.14,1.340903788
260.588,257.14,1.340903788
260.588,257.14,1.340903788
269.604,257.14,4.847164968
269.604,257.14,4.847164968
269.604,257.14,4.847164968
269.604,257.14,4.847164968
250.37,257.2,2.655520995
250.37,257.2,2.655520995
250.37,257.2,2.655520995
250.37,257.2,2.655520995
262.054,257.21,1.883286031
262.054,257.21,1.883286031
262.054,257.21,1.883286031
262.054,257.21,1.883286031
255.742,257.32,0.61324421
255.742,257.32,0.61324421
255.742,257.32,0.61324421
255.742,257.32,0.61324421
263.228,257.37,2.276100556
263.228,257.37,2.276100556
263.228,257.37,2.276100556
263.228,257.37,2.276100556
261.052,257.38,1.42668428
261.052,257.38,1.42668428
261.052,257.38,1.42668428
261.052,257.38,1.42668428
265.646,257.39,3.207583822
265.646,257.39,3.207583822
265.646,257.39,3.207583822
265.646,257.39,3.207583822
255.012,257.41,0.931587739
255.012,257.41,0.931587739
255.012,257.41,0.931587739
255.012,257.41,0.931587739
268.682,257.44,4.366842759
268.682,257.44,4.366842759
268.682,257.44,4.366842759
268.682,257.44,4.366842759
183.814,257.46,28.60483182
183.814,257.46,28.60483182
183.814,257.46,28.60483182
183.814,257.46,28.60483182
260.432,257.47,1.150425292
260.432,257.47,1.150425292
260.432,257.47,1.150425292
260.432,257.47,1.150425292
261.676,257.47,1.633588379
261.676,257.47,1.633588379
261.676,257.47,1.633588379
261.676,257.47,1.633588379
245.572,257.53,4.643342523
245.572,257.53,4.643342523
245.572,257.53,4.643342523
245.572,257.53,4.643342523
286.678,257.57,11.30100555
286.678,257.57,11.30100555
286.678,257.57,11.30100555
286.678,257.57,11.30100555
265.166,257.61,2.93311595
265.166,257.61,2.93311595
265.166,257.61,2.93311595
265.166,257.61,2.93311595
265.508,257.65,3.04987386
265.508,257.65,3.04987386
265.508,257.65,3.04987386
265.508,257.65,3.04987386
265.508,257.65,3.04987386
265.508,257.65,3.04987386
265.508,257.65,3.04987386
265.508,257.65,3.04987386
265.076,257.72,2.854260438
265.076,257.72,2.854260438
265.076,257.72,2.854260438
265.076,257.72,2.854260438
258.238,257.73,0.197105498
258.238,257.73,0.197105498
258.238,257.73,0.197105498
258.238,257.73,0.197105498
258.238,257.73,0.197105498
258.238,257.73,0.197105498
258.238,257.73,0.197105498
258.238,257.73,0.197105498
208.31,257.74,19.17824164
208.31,257.74,19.17824164
259.686,257.74,0.755024443
259.686,257.74,0.755024443
249.432,257.75,3.227158099
249.432,257.75,3.227158099
249.432,257.75,3.227158099
249.432,257.75,3.227158099
274.062,257.77,6.320363114
274.062,257.77,6.320363114
274.062,257.77,6.320363114
274.062,257.77,6.320363114
259.032,257.79,0.481787501
259.032,257.79,0.481787501
259.032,257.79,0.481787501
259.032,257.79,0.481787501
258.106,257.8,0.118696664
258.106,257.8,0.118696664
258.106,257.8,0.118696664
258.106,257.8,0.118696664
277.6,257.86,7.655316839
277.6,257.86,7.655316839
277.6,257.86,7.655316839
277.6,257.86,7.655316839
258.618,257.99,0.243420288
258.618,257.99,0.243420288
258.618,257.99,0.243420288
258.618,257.99,0.243420288
260.608,258.03,0.999108631
260.608,258.03,0.999108631
260.608,258.03,0.999108631
260.608,258.03,0.999108631
258.434,258.06,0.144927536
258.434,258.06,0.144927536
258.434,258.06,0.144927536
258.434,258.06,0.144927536
261.588,258.09,1.35534116
261.588,258.09,1.35534116
261.588,258.09,1.35534116
261.588,258.09,1.35534116
261.028,258.1,1.134444014
261.028,258.1,1.134444014
261.028,258.1,1.134444014
261.028,258.1,1.134444014
207.484,258.19,19.63902552
207.484,258.19,19.63902552
259.204,258.19,0.392734033
259.204,258.19,0.392734033
256.376,258.2,0.706429125
256.376,258.2,0.706429125
256.376,258.2,0.706429125
256.376,258.2,0.706429125
252.452,258.2,2.226181255
252.452,258.2,2.226181255
252.452,258.2,2.226181255
252.452,258.2,2.226181255
262.17,258.24,1.521840149
262.17,258.24,1.521840149
262.17,258.24,1.521840149
262.17,258.24,1.521840149
253.804,258.28,1.733002943
253.804,258.28,1.733002943
253.804,258.28,1.733002943
253.804,258.28,1.733002943
260.234,258.31,0.74484147
260.234,258.31,0.74484147
260.234,258.31,0.74484147
260.234,258.31,0.74484147
256.226,258.33,0.814462122
256.226,258.33,0.814462122
256.226,258.33,0.814462122
256.226,258.33,0.814462122
263.984,258.33,2.188673402
263.984,258.33,2.188673402
263.984,258.33,2.188673402
263.984,258.33,2.188673402
269.328,258.39,4.233135957
269.328,258.39,4.233135957
269.328,258.39,4.233135957
269.328,258.39,4.233135957
254.112,258.45,1.678467789
254.112,258.45,1.678467789
254.112,258.45,1.678467789
254.112,258.45,1.678467789
252.676,258.51,2.256779235
252.676,258.51,2.256779235
252.676,258.51,2.256779235
252.676,258.51,2.256779235
249.522,258.52,3.480581773
249.522,258.52,3.480581773
249.522,258.52,3.480581773
249.522,258.52,3.480581773
274.982,258.53,6.363671527
274.982,258.53,6.363671527
274.982,258.53,6.363671527
274.982,258.53,6.363671527
259.14,258.53,0.235949406
259.14,258.53,0.235949406
259.14,258.53,0.235949406
259.14,258.53,0.235949406
249.22,258.55,3.608586347
249.22,258.55,3.608586347
249.22,258.55,3.608586347
249.22,258.55,3.608586347
262.116,258.59,1.363548474
262.116,258.59,1.363548474
262.116,258.59,1.363548474
262.116,258.59,1.363548474
257.252,258.6,0.521268368
257.252,258.6,0.521268368
257.252,258.6,0.521268368
257.252,258.6,0.521268368
259.338,258.65,0.26599652
259.338,258.65,0.26599652
259.338,258.65,0.26599652
259.338,258.65,0.26599652
264.664,258.72,2.29746444
264.664,258.72,2.29746444
264.664,258.72,2.29746444
264.664,258.72,2.29746444
263.558,258.8,1.838485317
263.558,258.8,1.838485317
263.558,258.8,1.838485317
263.558,258.8,1.838485317
266.206,258.82,2.853720733
266.206,258.82,2.853720733
266.206,258.82,2.853720733
266.206,258.82,2.853720733
259.56,258.94,0.239437708
259.56,258.94,0.239437708
259.56,258.94,0.239437708
259.56,258.94,0.239437708
261.434,258.95,0.959258544
261.434,258.95,0.959258544
261.434,258.95,0.959258544
261.434,258.95,0.959258544
262.45,258.96,1.347698486
262.45,258.96,1.347698486
262.45,258.96,1.347698486
262.45,258.96,1.347698486
265.388,259.04,2.450586782
265.388,259.04,2.450586782
265.388,259.04,2.450586782
265.388,259.04,2.450586782
261.88,259.05,1.092453194
261.88,259.05,1.092453194
261.88,259.05,1.092453194
261.88,259.05,1.092453194
260.408,259.1,0.504824392
260.408,259.1,0.504824392
260.408,259.1,0.504824392
260.408,259.1,0.504824392
260.104,259.1,0.387495176
260.104,259.1,0.387495176
260.104,259.1,0.387495176
260.104,259.1,0.387495176
253.67,259.1,2.09571594
253.67,259.1,2.09571594
253.67,259.1,2.09571594
253.67,259.1,2.09571594
257.434,259.14,0.658331404
257.434,259.14,0.658331404
257.434,259.14,0.658331404
257.434,259.14,0.658331404
260.35,259.19,0.447548131
260.35,259.19,0.447548131
260.35,259.19,0.447548131
260.35,259.19,0.447548131
269.618,259.21,4.015277188
269.618,259.21,4.015277188
269.618,259.21,4.015277188
269.618,259.21,4.015277188
259.548,259.27,0.107224129
259.548,259.27,0.107224129
259.548,259.27,0.107224129
259.548,259.27,0.107224129
263.084,259.35,1.439753229
263.084,259.35,1.439753229
263.084,259.35,1.439753229
263.084,259.35,1.439753229
263.178,259.38,1.46426093
263.178,259.38,1.46426093
263.178,259.38,1.46426093
263.178,259.38,1.46426093
258.106,259.38,0.491171255
258.106,259.38,0.491171255
258.106,259.38,0.491171255
258.106,259.38,0.491171255
206.71,259.49,20.33989749
206.71,259.49,20.33989749
259.702,259.49,0.081698717
259.702,259.49,0.081698717
263.026,259.5,1.358766859
263.026,259.5,1.358766859
263.026,259.5,1.358766859
263.026,259.5,1.358766859
263.704,259.54,1.604376975
263.704,259.54,1.604376975
263.704,259.54,1.604376975
263.704,259.54,1.604376975
254.156,259.57,2.085757214
254.156,259.57,2.085757214
254.156,259.57,2.085757214
254.156,259.57,2.085757214
260.478,259.58,0.345943447
260.478,259.58,0.345943447
260.478,259.58,0.345943447
260.478,259.58,0.345943447
261.998,259.64,0.908180558
261.998,259.64,0.908180558
261.998,259.64,0.908180558
261.998,259.64,0.908180558
266.744,259.73,2.70049667
266.744,259.73,2.70049667
266.744,259.73,2.70049667
266.744,259.73,2.70049667
271.854,259.83,4.62764115
271.854,259.83,4.62764115
271.854,259.83,4.62764115
271.854,259.83,4.62764115
263.394,259.88,1.352162537
263.394,259.88,1.352162537
263.394,259.88,1.352162537
263.394,259.88,1.352162537
259.654,259.97,0.121552487
259.654,259.97,0.121552487
259.654,259.97,0.121552487
259.654,259.97,0.121552487
260.986,260.04,0.363790186
260.986,260.04,0.363790186
260.986,260.04,0.363790186
260.986,260.04,0.363790186
269,260.04,3.44562375
269,260.04,3.44562375
269,260.04,3.44562375
269,260.04,3.44562375
260.958,260.12,0.322159004
260.958,260.12,0.322159004
260.958,260.12,0.322159004
260.958,260.12,0.322159004
257.098,260.17,1.180766422
257.098,260.17,1.180766422
257.098,260.17,1.180766422
257.098,260.17,1.180766422
261.302,260.22,0.415802014
261.302,260.22,0.415802014
261.302,260.22,0.415802014
261.302,260.22,0.415802014
257.404,260.25,1.093563881
257.404,260.25,1.093563881
257.404,260.25,1.093563881
257.404,260.25,1.093563881
261.01,260.3,0.272762197
261.01,260.3,0.272762197
261.01,260.3,0.272762197
261.01,260.3,0.272762197
264.738,260.33,1.693235509
264.738,260.33,1.693235509
264.738,260.33,1.693235509
264.738,260.33,1.693235509
240.744,260.33,7.52352783
240.744,260.33,7.52352783
240.744,260.33,7.52352783
240.744,260.33,7.52352783
265.886,260.34,2.130291158
265.886,260.34,2.130291158
265.886,260.34,2.130291158
265.886,260.34,2.130291158
213.096,260.37,18.15646964
213.096,260.37,18.15646964
264.106,260.37,1.434881131
264.106,260.37,1.434881131
264.134,260.39,1.437843235
264.134,260.39,1.437843235
264.134,260.39,1.437843235
264.134,260.39,1.437843235
267.518,260.43,2.721652651
267.518,260.43,2.721652651
267.518,260.43,2.721652651
267.518,260.43,2.721652651
271.684,260.43,4.321314749
271.684,260.43,4.321314749
271.684,260.43,4.321314749
271.684,260.43,4.321314749
256.144,260.44,1.649516203
256.144,260.44,1.649516203
256.144,260.44,1.649516203
256.144,260.44,1.649516203
205.988,260.49,20.92287612
205.988,260.49,20.92287612
255.054,260.49,2.086836347
255.054,260.49,2.086836347
261.64,260.51,0.433764539
261.64,260.51,0.433764539
261.64,260.51,0.433764539
261.64,260.51,0.433764539
255.532,260.51,1.910867145
255.532,260.51,1.910867145
255.532,260.51,1.910867145
255.532,260.51,1.910867145
274.592,260.59,5.373191604
274.592,260.59,5.373191604
274.592,260.59,5.373191604
274.592,260.59,5.373191604
263.106,260.59,0.965501362
263.106,260.59,0.965501362
263.106,260.59,0.965501362
263.106,260.59,0.965501362
259.594,260.59,0.382209601
259.594,260.59,0.382209601
259.594,260.59,0.382209601
259.594,260.59,0.382209601
258.284,260.69,0.922935287
258.284,260.69,0.922935287
