Prediction,Actual,% Difference
5.593333333,5.6,0.119047619
5.7,5.61,1.604278075
5.7,5.61,1.604278075
5.803333333,5.61,3.446226976
5.803333333,5.61,3.446226976
5.293333333,5.62,5.81257414
5.293333333,5.62,5.81257414
5.73,5.62,1.957295374
5.73,5.62,1.957295374
81.82333333,5.62,1355.931198
81.82333333,5.62,1355.931198
5.736666667,5.62,2.075919336
5.736666667,5.62,2.075919336
5.716666667,5.62,1.72004745
5.716666667,5.62,1.72004745
5.76,5.63,2.309058615
5.76,5.63,2.309058615
5.583333333,5.63,0.828892836
5.583333333,5.63,0.828892836
5.45,5.63,3.197158082
5.45,5.63,3.197158082
5.63,5.63,0
5.63,5.63,0
77.88666667,5.64,1280.969267
77.88666667,5.64,1280.969267
5.74,5.64,1.773049645
5.74,5.64,1.773049645
5.76,5.64,2.127659574
5.76,5.64,2.127659574
5.723333333,5.64,1.477541371
5.723333333,5.64,1.477541371
5.67,5.65,0.353982301
5.67,5.65,0.353982301
5.463333333,5.65,3.303834808
5.463333333,5.65,3.303834808
5.676666667,5.65,0.471976401
5.676666667,5.65,0.471976401
5.773333333,5.65,2.182890855
5.773333333,5.65,2.182890855
5.34,5.65,5.486725664
5.34,5.65,5.486725664
5.723333333,5.66,1.118963486
5.723333333,5.66,1.118963486
5.61,5.66,0.883392226
5.61,5.66,0.883392226
59.81666667,5.66,956.8315665
59.81666667,5.66,956.8315665
5.66,5.66,0
5.66,5.66,0
81.69,5.66,1343.286219
81.69,5.66,1343.286219
5.536666667,5.66,2.179034158
5.536666667,5.66,2.179034158
82.93333333,5.67,1362.669018
82.93333333,5.67,1362.669018
5.536666667,5.67,2.351557907
5.536666667,5.67,2.351557907
81.69,5.67,1340.740741
81.69,5.67,1340.740741
5.723333333,5.67,0.940623163
5.723333333,5.67,0.940623163
5.693333333,5.68,0.234741784
5.693333333,5.68,0.234741784
5.7,5.68,0.352112676
5.7,5.68,0.352112676
5.53,5.68,2.64084507
5.53,5.68,2.64084507
81.69,5.68,1338.204225
81.69,5.68,1338.204225
5.613333333,5.68,1.17370892
5.613333333,5.68,1.17370892
5.723333333,5.68,0.762910798
5.723333333,5.68,0.762910798
5.633333333,5.68,0.821596244
5.633333333,5.68,0.821596244
5.76,5.69,1.230228471
5.76,5.69,1.230228471
5.723333333,5.69,0.585823081
5.723333333,5.69,0.585823081
5.783333333,5.69,1.640304628
5.783333333,5.69,1.640304628
5.7,5.69,0.175746924
5.7,5.69,0.175746924
5.826666667,5.69,2.401874634
5.826666667,5.69,2.401874634
5.58,5.69,1.933216169
5.58,5.69,1.933216169
5.863333333,5.69,3.046280023
5.863333333,5.69,3.046280023
5.71,5.69,0.351493849
5.71,5.69,0.351493849
5.733333333,5.69,0.761570006
5.733333333,5.69,0.761570006
5.676666667,5.7,0.409356725
5.676666667,5.7,0.409356725
82.13333333,5.7,1340.935673
82.13333333,5.7,1340.935673
5.546666667,5.7,2.69005848
5.546666667,5.7,2.69005848
5.633333333,5.71,1.342673672
5.633333333,5.71,1.342673672
5.693333333,5.71,0.291885581
5.693333333,5.71,0.291885581
5.756666667,5.72,0.641025641
5.756666667,5.72,0.641025641
5.83,5.72,1.923076923
5.83,5.72,1.923076923
81.87333333,5.72,1331.351981
81.87333333,5.72,1331.351981
5.553333333,5.73,3.0831879
5.553333333,5.73,3.0831879
5.65,5.73,1.396160558
5.65,5.73,1.396160558
5.76,5.73,0.523560209
5.76,5.73,0.523560209
5.956666667,5.73,3.955788249
5.956666667,5.73,3.955788249
5.816666667,5.73,1.512507272
5.816666667,5.73,1.512507272
5.713333333,5.73,0.290866783
5.713333333,5.73,0.290866783
5.88,5.74,2.43902439
5.88,5.74,2.43902439
5.753333333,5.74,0.232288037
5.753333333,5.74,0.232288037
5.84,5.74,1.742160279
5.84,5.74,1.742160279
5.65,5.75,1.739130435
5.65,5.75,1.739130435
5.763333333,5.75,0.231884058
5.763333333,5.75,0.231884058
5.653333333,5.76,1.851851852
5.653333333,5.76,1.851851852
5.74,5.76,0.347222222
5.74,5.76,0.347222222
5.753333333,5.76,0.115740741
5.753333333,5.76,0.115740741
5.84,5.77,1.213171577
5.84,5.77,1.213171577
5.896666667,5.77,2.195262854
5.896666667,5.77,2.195262854
5.796666667,5.77,0.462160601
5.796666667,5.77,0.462160601
5.643333333,5.77,2.195262854
5.643333333,5.77,2.195262854
5.883333333,5.77,1.964182553
5.883333333,5.77,1.964182553
5.476666667,5.77,5.083766609
5.476666667,5.77,5.083766609
89.44,5.78,1447.404844
89.44,5.78,1447.404844
6.356666667,5.78,9.976931949
6.356666667,5.78,9.976931949
5.613333333,5.78,2.883506344
5.613333333,5.78,2.883506344
5.77,5.78,0.173010381
5.77,5.78,0.173010381
5.643333333,5.78,2.364475202
5.643333333,5.78,2.364475202
6.006666667,5.78,3.921568627
6.006666667,5.78,3.921568627
5.723333333,5.78,0.980392157
5.723333333,5.78,0.980392157
89.99,5.79,1454.231434
89.99,5.79,1454.231434
5.76,5.79,0.518134715
5.76,5.79,0.518134715
5.89,5.79,1.727115717
5.89,5.79,1.727115717
5.79,5.79,0
5.79,5.79,0
6.013333333,5.79,3.857225101
6.013333333,5.79,3.857225101
81.69,5.79,1310.880829
81.69,5.79,1310.880829
5.84,5.8,0.689655172
5.84,5.8,0.689655172
5.803333333,5.8,0.057471264
5.803333333,5.8,0.057471264
6.173333333,5.8,6.436781609
6.173333333,5.8,6.436781609
5.846666667,5.8,0.804597701
5.846666667,5.8,0.804597701
5.94,5.8,2.413793103
5.94,5.8,2.413793103
90.24666667,5.8,1455.977011
90.24666667,5.8,1455.977011
5.736666667,5.81,1.262191624
5.736666667,5.81,1.262191624
5.81,5.81,0
5.81,5.81,0
5.86,5.81,0.860585198
5.86,5.81,0.860585198
5.836666667,5.82,0.286368843
5.836666667,5.82,0.286368843
5.81,5.83,0.343053173
5.81,5.83,0.343053173
5.973333333,5.83,2.458547742
5.973333333,5.83,2.458547742
5.6,5.83,3.945111492
5.6,5.83,3.945111492
5.816666667,5.83,0.228702115
5.816666667,5.83,0.228702115
5.816666667,5.84,0.399543379
5.816666667,5.84,0.399543379
5.873333333,5.84,0.570776256
5.873333333,5.84,0.570776256
5.9,5.84,1.02739726
5.9,5.84,1.02739726
6.133333333,5.84,5.02283105
6.133333333,5.84,5.02283105
5.856666667,5.84,0.285388128
5.856666667,5.84,0.285388128
5.65,5.85,3.418803419
5.65,5.85,3.418803419
6.17,5.85,5.47008547
6.17,5.85,5.47008547
6.086666667,5.85,4.045584046
6.086666667,5.85,4.045584046
5.693333333,5.85,2.678062678
5.693333333,5.85,2.678062678
5.546666667,5.85,5.185185185
5.546666667,5.85,5.185185185
5.72,5.85,2.222222222
5.72,5.85,2.222222222
5.97,5.86,1.877133106
5.97,5.86,1.877133106
5.656666667,5.86,3.469852105
5.656666667,5.86,3.469852105
5.896666667,5.86,0.625711035
5.896666667,5.86,0.625711035
6.086666667,5.86,3.868031854
6.086666667,5.86,3.868031854
5.906666667,5.87,0.624645088
5.906666667,5.87,0.624645088
5.66,5.87,3.577512777
5.66,5.87,3.577512777
5.656666667,5.87,3.634298694
5.656666667,5.87,3.634298694
81.82333333,5.88,1291.553288
81.82333333,5.88,1291.553288
5.9,5.88,0.340136054
5.9,5.88,0.340136054
5.546666667,5.88,5.66893424
5.546666667,5.88,5.66893424
5.92,5.88,0.680272109
5.92,5.88,0.680272109
6.13,5.88,4.25170068
6.13,5.88,4.25170068
5.896666667,5.88,0.283446712
5.896666667,5.88,0.283446712
5.8,5.89,1.528013582
5.8,5.89,1.528013582
5.916666667,5.89,0.452744765
5.916666667,5.89,0.452744765
6.013333333,5.89,2.093944539
6.013333333,5.89,2.093944539
6.013333333,5.89,2.093944539
6.013333333,5.89,2.093944539
5.81,5.89,1.358234295
5.81,5.89,1.358234295
5.89,5.9,0.169491525
5.89,5.9,0.169491525
6.06,5.9,2.711864407
6.06,5.9,2.711864407
5.883333333,5.9,0.282485876
5.883333333,5.9,0.282485876
93.93333333,5.9,1492.090395
93.93333333,5.9,1492.090395
6.133333333,5.91,3.778905809
6.133333333,5.91,3.778905809
5.69,5.91,3.72250423
5.69,5.91,3.72250423
5.873333333,5.91,0.620417372
5.873333333,5.91,0.620417372
6.276666667,5.91,6.204173717
6.276666667,5.91,6.204173717
5.753333333,5.91,2.650874224
5.753333333,5.91,2.650874224
5.676666667,5.91,3.948110547
5.676666667,5.91,3.948110547
6.14,5.91,3.891708968
6.14,5.91,3.891708968
6.013333333,5.92,1.576576577
6.013333333,5.92,1.576576577
5.65,5.92,4.560810811
5.65,5.92,4.560810811
5.786666667,5.93,2.417088252
5.786666667,5.93,2.417088252
6.006666667,5.93,1.292861158
6.006666667,5.93,1.292861158
5.913333333,5.93,0.281056773
5.913333333,5.93,0.281056773
5.826666667,5.93,1.742551996
5.826666667,5.93,1.742551996
5.94,5.93,0.168634064
5.94,5.93,0.168634064
6.133333333,5.94,3.254769921
6.133333333,5.94,3.254769921
5.873333333,5.94,1.122334456
5.873333333,5.94,1.122334456
84.64,5.94,1324.915825
84.64,5.94,1324.915825
6,5.94,1.01010101
6,5.94,1.01010101
6,5.94,1.01010101
6,5.94,1.01010101
5.776666667,5.95,2.913165266
5.776666667,5.95,2.913165266
5.83,5.95,2.016806723
5.83,5.95,2.016806723
6.373333333,5.95,7.114845938
6.373333333,5.95,7.114845938
6.063333333,5.95,1.904761905
6.063333333,5.95,1.904761905
5.993333333,5.96,0.559284116
5.993333333,5.96,0.559284116
78.20333333,5.96,1212.136465
78.20333333,5.96,1212.136465
90.24666667,5.96,1414.205817
90.24666667,5.96,1414.205817
5.92,5.96,0.67114094
5.92,5.96,0.67114094
6.076666667,5.97,1.786711334
6.076666667,5.97,1.786711334
6.106666667,5.97,2.289223897
6.106666667,5.97,2.289223897
93.93333333,5.97,1473.422669
93.93333333,5.97,1473.422669
6.08,5.97,1.842546064
6.08,5.97,1.842546064
5.866666667,5.98,1.895206243
5.866666667,5.98,1.895206243
5.936666667,5.98,0.724637681
5.936666667,5.98,0.724637681
6.296666667,5.98,5.295429208
6.296666667,5.98,5.295429208
5.896666667,5.99,1.558152476
5.896666667,5.99,1.558152476
5.713333333,5.99,4.618809126
5.713333333,5.99,4.618809126
6.046666667,5.99,0.946021146
6.046666667,5.99,0.946021146
6.1,5.99,1.83639399
6.1,5.99,1.83639399
93.03666667,6,1450.611111
93.03666667,6,1450.611111
5.856666667,6,2.388888889
5.856666667,6,2.388888889
5.85,6,2.5
5.85,6,2.5
5.933333333,6,1.111111111
5.933333333,6,1.111111111
5.96,6,0.666666667
5.96,6,0.666666667
6.15,6,2.5
6.15,6,2.5
6.063333333,6,1.055555556
6.063333333,6,1.055555556
6.23,6,3.833333333
6.23,6,3.833333333
5.963333333,6.01,0.776483638
5.963333333,6.01,0.776483638
6.073333333,6.01,1.053799224
6.073333333,6.01,1.053799224
6.11,6.01,1.663893511
6.11,6.01,1.663893511
5.69,6.01,5.324459235
5.69,6.01,5.324459235
6.04,6.01,0.499168053
6.04,6.01,0.499168053
6.03,6.02,0.166112957
6.03,6.02,0.166112957
6.17,6.02,2.491694352
6.17,6.02,2.491694352
84.78,6.02,1308.305648
84.78,6.02,1308.305648
6.126666667,6.03,1.603095633
6.126666667,6.03,1.603095633
6.24,6.03,3.482587065
6.24,6.03,3.482587065
79.78,6.03,1223.05141
79.78,6.03,1223.05141
6.1,6.03,1.160862355
6.1,6.03,1.160862355
5.99,6.03,0.663349917
5.99,6.03,0.663349917
6.07,6.03,0.663349917
6.07,6.03,0.663349917
5.916666667,6.03,1.879491432
5.916666667,6.03,1.879491432
5.886666667,6.03,2.37700387
5.886666667,6.03,2.37700387
6.176666667,6.04,2.262693157
6.176666667,6.04,2.262693157
5.816666667,6.04,3.697571744
5.816666667,6.04,3.697571744
5.926666667,6.04,1.876379691
5.926666667,6.04,1.876379691
5.92,6.04,1.986754967
5.92,6.04,1.986754967
6.063333333,6.04,0.386313466
6.063333333,6.04,0.386313466
5.823333333,6.04,3.587196468
5.823333333,6.04,3.587196468
6.06,6.05,0.165289256
6.06,6.05,0.165289256
5.713333333,6.05,5.564738292
5.713333333,6.05,5.564738292
6.276666667,6.05,3.746556474
6.276666667,6.05,3.746556474
6,6.05,0.826446281
6,6.05,0.826446281
5.983333333,6.05,1.101928375
5.983333333,6.05,1.101928375
5.866666667,6.05,3.03030303
5.866666667,6.05,3.03030303
6.05,6.05,0
6.05,6.05,0
6.16,6.06,1.650165017
6.16,6.06,1.650165017
6.21,6.06,2.475247525
6.21,6.06,2.475247525
6.22,6.06,2.640264026
6.22,6.06,2.640264026
6.08,6.07,0.164744646
6.08,6.07,0.164744646
5.93,6.07,2.306425041
5.93,6.07,2.306425041
6.09,6.07,0.329489292
6.09,6.07,0.329489292
6.03,6.07,0.658978583
6.03,6.07,0.658978583
6.116666667,6.08,0.603070175
6.116666667,6.08,0.603070175
6.37,6.08,4.769736842
6.37,6.08,4.769736842
6.356666667,6.08,4.550438596
6.356666667,6.08,4.550438596
6.063333333,6.08,0.274122807
6.063333333,6.08,0.274122807
6.036666667,6.08,0.712719298
6.036666667,6.08,0.712719298
6.216666667,6.08,2.247807018
6.216666667,6.08,2.247807018
6.266666667,6.08,3.070175439
6.266666667,6.08,3.070175439
6.066666667,6.09,0.383141762
6.066666667,6.09,0.383141762
6.05,6.09,0.65681445
6.05,6.09,0.65681445
6.006666667,6.09,1.368363437
6.006666667,6.09,1.368363437
84.9,6.09,1294.08867
84.9,6.09,1294.08867
6.256666667,6.09,2.736726875
6.256666667,6.09,2.736726875
6.276666667,6.09,3.0651341
6.276666667,6.09,3.0651341
6.196666667,6.09,1.7515052
6.196666667,6.09,1.7515052
6.033333333,6.09,0.930487137
6.033333333,6.09,0.930487137
6.3,6.1,3.278688525
6.3,6.1,3.278688525
6.006666667,6.1,1.530054645
6.006666667,6.1,1.530054645
5.933333333,6.1,2.732240437
5.933333333,6.1,2.732240437
6.22,6.1,1.967213115
6.22,6.1,1.967213115
6.213333333,6.11,1.691216585
6.213333333,6.11,1.691216585
6.29,6.11,2.94599018
6.29,6.11,2.94599018
6.14,6.11,0.490998363
6.14,6.11,0.490998363
6.01,6.11,1.636661211
6.01,6.11,1.636661211
6.043333333,6.11,1.091107474
6.043333333,6.11,1.091107474
6.243333333,6.11,2.182214948
6.243333333,6.11,2.182214948
6.16,6.11,0.818330606
6.16,6.11,0.818330606
6.27,6.12,2.450980392
6.27,6.12,2.450980392
6.323333333,6.12,3.322440087
6.323333333,6.12,3.322440087
89.33,6.12,1359.640523
89.33,6.12,1359.640523
6.19,6.12,1.14379085
6.19,6.12,1.14379085
6.21,6.12,1.470588235
6.21,6.12,1.470588235
6.266666667,6.12,2.396514161
6.266666667,6.12,2.396514161
6.063333333,6.13,1.08754758
6.063333333,6.13,1.08754758
90.40666667,6.13,1374.823274
90.40666667,6.13,1374.823274
6.133333333,6.13,0.054377379
6.133333333,6.13,0.054377379
5.903333333,6.13,3.697661773
5.903333333,6.13,3.697661773
6.24,6.13,1.794453507
6.24,6.13,1.794453507
6.15,6.13,0.326264274
6.15,6.13,0.326264274
6.273333333,6.13,2.338227297
6.273333333,6.13,2.338227297
89.44,6.13,1359.053834
89.44,6.13,1359.053834
6.056666667,6.13,1.196302338
6.056666667,6.13,1.196302338
6,6.14,2.280130293
6,6.14,2.280130293
6.226666667,6.14,1.411509229
6.226666667,6.14,1.411509229
6.276666667,6.14,2.225841477
6.276666667,6.14,2.225841477
6.16,6.14,0.325732899
6.16,6.14,0.325732899
6.05,6.15,1.62601626
6.05,6.15,1.62601626
89.33,6.15,1352.520325
89.33,6.15,1352.520325
5.956666667,6.15,3.143631436
5.956666667,6.15,3.143631436
6.47,6.15,5.203252033
6.47,6.15,5.203252033
6.15,6.15,1.44E-14
6.15,6.15,1.44E-14
6.03,6.15,1.951219512
6.03,6.15,1.951219512
90.40666667,6.15,1370.0271
90.40666667,6.15,1370.0271
6.07,6.15,1.300813008
6.07,6.15,1.300813008
6.223333333,6.16,1.028138528
6.223333333,6.16,1.028138528
6.206666667,6.16,0.757575758
6.206666667,6.16,0.757575758
6.166666667,6.16,0.108225108
6.166666667,6.16,0.108225108
5.853333333,6.16,4.978354978
5.853333333,6.16,4.978354978
6.133333333,6.16,0.432900433
6.133333333,6.16,0.432900433
6.19,6.16,0.487012987
6.19,6.16,0.487012987
6.16,6.17,0.162074554
6.16,6.17,0.162074554
6.186666667,6.17,0.270124257
6.186666667,6.17,0.270124257
6.17,6.17,1.44E-14
6.17,6.17,1.44E-14
6.21,6.17,0.648298217
6.21,6.17,0.648298217
6.14,6.17,0.486223663
6.14,6.17,0.486223663
6.296666667,6.17,2.052944354
6.296666667,6.17,2.052944354
6.013333333,6.17,2.539168017
6.013333333,6.17,2.539168017
6.213333333,6.18,0.539374326
6.213333333,6.18,0.539374326
6.173333333,6.18,0.107874865
6.173333333,6.18,0.107874865
6.016666667,6.18,2.642934196
6.016666667,6.18,2.642934196
6.24,6.18,0.970873786
6.24,6.18,0.970873786
6.326666667,6.18,2.373247033
6.326666667,6.18,2.373247033
6.09,6.18,1.45631068
6.09,6.18,1.45631068
6.253333333,6.18,1.186623517
6.253333333,6.18,1.186623517
6.13,6.18,0.809061489
6.13,6.18,0.809061489
6.053333333,6.19,2.207862143
6.053333333,6.19,2.207862143
6.343333333,6.19,2.477113624
6.343333333,6.19,2.477113624
6.343333333,6.19,2.477113624
6.343333333,6.19,2.477113624
6.253333333,6.19,1.023155627
6.253333333,6.19,1.023155627
6.256666667,6.19,1.077005924
6.256666667,6.19,1.077005924
90.05666667,6.19,1354.873452
90.05666667,6.19,1354.873452
6.376666667,6.19,3.015616586
6.376666667,6.19,3.015616586
6.283333333,6.19,1.507808293
6.283333333,6.19,1.507808293
6.403333333,6.2,3.279569892
6.403333333,6.2,3.279569892
6.243333333,6.2,0.698924731
6.243333333,6.2,0.698924731
6.376666667,6.2,2.849462366
6.376666667,6.2,2.849462366
6.256666667,6.2,0.913978495
6.256666667,6.2,0.913978495
6.256666667,6.2,0.913978495
6.256666667,6.2,0.913978495
6.376666667,6.2,2.849462366
6.376666667,6.2,2.849462366
6.323333333,6.21,1.825013419
6.323333333,6.21,1.825013419
6.316666667,6.21,1.717659689
6.316666667,6.21,1.717659689
6.11,6.21,1.610305958
6.11,6.21,1.610305958
6.253333333,6.21,0.697799249
6.253333333,6.21,0.697799249
6.263333333,6.21,0.858829844
6.263333333,6.21,0.858829844
6.36,6.21,2.415458937
6.36,6.21,2.415458937
6.23,6.21,0.322061192
6.23,6.21,0.322061192
6.433333333,6.22,3.429796356
6.433333333,6.22,3.429796356
6.506666667,6.22,4.608788853
6.506666667,6.22,4.608788853
6.183333333,6.22,0.589496249
6.183333333,6.22,0.589496249
6.266666667,6.22,0.750267953
6.266666667,6.22,0.750267953
6.253333333,6.22,0.535905681
6.253333333,6.22,0.535905681
6.23,6.22,0.160771704
6.23,6.22,0.160771704
6.176666667,6.23,0.856072766
6.176666667,6.23,0.856072766
6.256666667,6.23,0.428036383
6.256666667,6.23,0.428036383
6.133333333,6.23,1.551631889
6.133333333,6.23,1.551631889
6.116666667,6.23,1.819154628
6.116666667,6.23,1.819154628
6.27,6.23,0.642054575
6.27,6.23,0.642054575
6.29,6.23,0.963081862
6.29,6.23,0.963081862
6.306666667,6.23,1.230604601
6.306666667,6.23,1.230604601
6.083333333,6.23,2.354200107
6.083333333,6.23,2.354200107
6.296666667,6.24,0.908119658
6.296666667,6.24,0.908119658
6.303333333,6.24,1.014957265
6.303333333,6.24,1.014957265
89.50333333,6.24,1334.348291
89.50333333,6.24,1334.348291
6.06,6.24,2.884615385
6.06,6.24,2.884615385
6.676666667,6.24,6.997863248
6.676666667,6.24,6.997863248
6.246666667,6.24,0.106837607
6.246666667,6.24,0.106837607
6.27,6.25,0.32
6.27,6.25,0.32
6.266666667,6.25,0.266666667
6.266666667,6.25,0.266666667
6.46,6.25,3.36
6.46,6.25,3.36
5.846666667,6.25,6.453333333
5.846666667,6.25,6.453333333
6.31,6.25,0.96
6.31,6.25,0.96
6.316666667,6.25,1.066666667
6.316666667,6.25,1.066666667
6.173333333,6.25,1.226666667
6.173333333,6.25,1.226666667
6.123333333,6.25,2.026666667
6.123333333,6.25,2.026666667
6.11,6.25,2.24
6.11,6.25,2.24
6.216666667,6.25,0.533333333
6.216666667,6.25,0.533333333
6.156666667,6.26,1.650692226
6.156666667,6.26,1.650692226
6.453333333,6.26,3.088391906
6.453333333,6.26,3.088391906
6.013333333,6.26,3.940362087
6.013333333,6.26,3.940362087
81.69,6.26,1204.952077
81.69,6.26,1204.952077
6.32,6.26,0.958466454
6.32,6.26,0.958466454
6.263333333,6.26,0.053248136
6.263333333,6.26,0.053248136
6.346666667,6.26,1.384451544
6.346666667,6.26,1.384451544
6.27,6.26,0.159744409
6.27,6.26,0.159744409
6.37,6.26,1.757188498
6.37,6.26,1.757188498
6.17,6.26,1.437699681
6.17,6.26,1.437699681
92.5,6.26,1377.635783
92.5,6.26,1377.635783
6.313333333,6.26,0.851970181
6.313333333,6.26,0.851970181
6.356666667,6.27,1.382243488
6.356666667,6.27,1.382243488
6.806666667,6.27,8.55927698
6.806666667,6.27,8.55927698
6.17,6.27,1.594896332
6.17,6.27,1.594896332
6.376666667,6.27,1.701222754
6.376666667,6.27,1.701222754
6.34,6.27,1.116427432
6.34,6.27,1.116427432
6.283333333,6.28,0.053078556
6.283333333,6.28,0.053078556
6.25,6.28,0.477707006
6.25,6.28,0.477707006
6.153333333,6.28,2.016985138
6.153333333,6.28,2.016985138
6.313333333,6.28,0.530785563
6.313333333,6.28,0.530785563
6.27,6.28,0.159235669
6.27,6.28,0.159235669
6.62,6.28,5.414012739
6.62,6.28,5.414012739
6.333333333,6.28,0.8492569
6.333333333,6.28,0.8492569
6.313333333,6.28,0.530785563
6.313333333,6.28,0.530785563
6.44,6.28,2.547770701
6.44,6.28,2.547770701
6.29,6.29,0
6.29,6.29,0
6.23,6.29,0.953895072
6.23,6.29,0.953895072
6.29,6.29,0
6.29,6.29,0
5.853333333,6.29,6.942236354
5.853333333,6.29,6.942236354
6.41,6.29,1.907790143
6.41,6.29,1.907790143
6.373333333,6.3,1.164021164
6.373333333,6.3,1.164021164
6.383333333,6.3,1.322751323
6.383333333,6.3,1.322751323
6.23,6.3,1.111111111
6.23,6.3,1.111111111
6.373333333,6.3,1.164021164
6.373333333,6.3,1.164021164
