Prediction,Actual,Error %,,Average Error %
5.43,5.46,0.549450549,,
5.43,5.46,0.549450549,,
5.375,5.47,1.736745887,,
5.375,5.47,1.736745887,,
123.905,5.48,2161.040146,,
123.905,5.48,2161.040146,,
5.855,5.48,6.843065693,,
5.855,5.48,6.843065693,,
5.55,5.48,1.277372263,,
5.55,5.48,1.277372263,,
5.48,5.49,0.182149362,,
5.48,5.49,0.182149362,,
5.47,5.49,0.364298725,,
5.47,5.49,0.364298725,,
5.675,5.5,3.181818182,,
5.675,5.5,3.181818182,,
5.365,5.5,2.454545455,,
5.365,5.5,2.454545455,,
116.935,5.5,2026.090909,,
116.935,5.5,2026.090909,,
5.29,5.5,3.818181818,,
5.29,5.5,3.818181818,,
5.675,5.51,2.994555354,,
5.675,5.51,2.994555354,,
5.645,5.52,2.264492754,,
5.645,5.52,2.264492754,,
121.5,5.53,2097.106691,,
121.5,5.53,2097.106691,,
121.5,5.53,2097.106691,,
121.5,5.53,2097.106691,,
5.475,5.53,0.994575045,,
5.475,5.53,0.994575045,,
5.495,5.54,0.812274368,,
5.495,5.54,0.812274368,,
5.395,5.54,2.61732852,,
5.395,5.54,2.61732852,,
114.52,5.54,1967.148014,,
114.52,5.54,1967.148014,,
5.75,5.54,3.790613718,,
5.75,5.54,3.790613718,,
5.385,5.54,2.797833935,,
5.385,5.54,2.797833935,,
5.705,5.55,2.792792793,,
5.705,5.55,2.792792793,,
106.12,5.55,1812.072072,,
106.12,5.55,1812.072072,,
5.63,5.56,1.258992806,,
5.63,5.56,1.258992806,,
123.905,5.56,2128.507194,,
123.905,5.56,2128.507194,,
5.395,5.56,2.967625899,,
5.395,5.56,2.967625899,,
5.495,5.56,1.169064748,,
5.495,5.56,1.169064748,,
5.66,5.56,1.798561151,,
5.66,5.56,1.798561151,,
5.75,5.59,2.862254025,,
5.75,5.59,2.862254025,,
5.66,5.59,1.252236136,,
5.66,5.59,1.252236136,,
5.66,5.59,1.252236136,,
5.66,5.59,1.252236136,,
123.95,5.6,2113.392857,,
123.95,5.6,2113.392857,,
5.405,5.6,3.482142857,,
5.405,5.6,3.482142857,,
5.59,5.6,0.178571429,,
5.59,5.6,0.178571429,,
5.66,5.61,0.891265597,,
5.66,5.61,0.891265597,,
5.77,5.61,2.852049911,,
5.77,5.61,2.852049911,,
5.325,5.62,5.24911032,,
5.325,5.62,5.24911032,,
5.72,5.62,1.779359431,,
5.72,5.62,1.779359431,,
119.92,5.62,2033.807829,,
119.92,5.62,2033.807829,,
5.71,5.62,1.601423488,,
5.71,5.62,1.601423488,,
5.76,5.62,2.491103203,,
5.76,5.62,2.491103203,,
5.75,5.63,2.131438721,,
5.75,5.63,2.131438721,,
5.56,5.63,1.243339254,,
5.56,5.63,1.243339254,,
5.385,5.63,4.351687389,,
5.385,5.63,4.351687389,,
5.645,5.63,0.26642984,,
5.645,5.63,0.26642984,,
114.14,5.64,1923.758865,,
114.14,5.64,1923.758865,,
5.75,5.64,1.95035461,,
5.75,5.64,1.95035461,,
5.73,5.64,1.595744681,,
5.73,5.64,1.595744681,,
5.685,5.64,0.79787234,,
5.685,5.64,0.79787234,,
5.66,5.65,0.17699115,,
5.66,5.65,0.17699115,,
5.52,5.65,2.300884956,,
5.52,5.65,2.300884956,,
5.71,5.65,1.061946903,,
5.71,5.65,1.061946903,,
5.77,5.65,2.123893805,,
5.77,5.65,2.123893805,,
5.32,5.65,5.840707965,,
5.32,5.65,5.840707965,,
5.755,5.66,1.67844523,,
5.755,5.66,1.67844523,,
5.63,5.66,0.530035336,,
5.63,5.66,0.530035336,,
87.645,5.66,1448.498233,,
87.645,5.66,1448.498233,,
5.665,5.66,0.088339223,,
5.665,5.66,0.088339223,,
119.75,5.66,2015.724382,,
119.75,5.66,2015.724382,,
5.575,5.66,1.501766784,,
5.575,5.66,1.501766784,,
121.5,5.67,2042.857143,,
121.5,5.67,2042.857143,,
5.575,5.67,1.675485009,,
5.575,5.67,1.675485009,,
119.75,5.67,2011.992945,,
119.75,5.67,2011.992945,,
5.685,5.67,0.264550265,,
5.685,5.67,0.264550265,,
5.695,5.68,0.264084507,,
5.695,5.68,0.264084507,,
5.66,5.68,0.352112676,,
5.66,5.68,0.352112676,,
5.525,5.68,2.728873239,,
5.525,5.68,2.728873239,,
119.75,5.68,2008.274648,,
119.75,5.68,2008.274648,,
5.56,5.68,2.112676056,,
5.56,5.68,2.112676056,,
5.755,5.68,1.320422535,,
5.755,5.68,1.320422535,,
5.61,5.68,1.232394366,,
5.61,5.68,1.232394366,,
5.73,5.69,0.702987698,,
5.73,5.69,0.702987698,,
5.755,5.69,1.142355009,,
5.755,5.69,1.142355009,,
5.78,5.69,1.58172232,,
5.78,5.69,1.58172232,,
5.66,5.69,0.527240773,,
5.66,5.69,0.527240773,,
5.8,5.69,1.933216169,,
5.8,5.69,1.933216169,,
5.535,5.69,2.724077329,,
5.535,5.69,2.724077329,,
5.875,5.69,3.251318102,,
5.875,5.69,3.251318102,,
5.72,5.69,0.527240773,,
5.72,5.69,0.527240773,,
5.82,5.69,2.284710018,,
5.82,5.69,2.284710018,,
5.675,5.7,0.438596491,,
5.675,5.7,0.438596491,,
120.33,5.7,2011.052632,,
120.33,5.7,2011.052632,,
5.59,5.7,1.929824561,,
5.59,5.7,1.929824561,,
5.59,5.71,2.101576182,,
5.59,5.71,2.101576182,,
5.68,5.71,0.525394046,,
5.68,5.71,0.525394046,,
5.755,5.72,0.611888112,,
5.755,5.72,0.611888112,,
5.855,5.72,2.36013986,,
5.855,5.72,2.36013986,,
119.935,5.72,1996.765734,,
119.935,5.72,1996.765734,,
5.6,5.73,2.268760908,,
5.6,5.73,2.268760908,,
5.63,5.73,1.745200698,,
5.63,5.73,1.745200698,,
5.765,5.73,0.610820244,,
5.765,5.73,0.610820244,,
5.915,5.73,3.228621291,,
5.915,5.73,3.228621291,,
5.75,5.73,0.34904014,,
5.75,5.73,0.34904014,,
5.73,5.73,0,,
5.73,5.73,0,,
5.855,5.74,2.003484321,,
5.855,5.74,2.003484321,,
5.755,5.74,0.261324042,,
5.755,5.74,0.261324042,,
5.89,5.74,2.613240418,,
5.89,5.74,2.613240418,,
5.63,5.75,2.086956522,,
5.63,5.75,2.086956522,,
5.77,5.75,0.347826087,,
5.77,5.75,0.347826087,,
5.7,5.76,1.041666667,,
5.7,5.76,1.041666667,,
5.775,5.76,0.260416667,,
5.775,5.76,0.260416667,,
5.755,5.76,0.086805556,,
5.755,5.76,0.086805556,,
5.85,5.77,1.386481802,,
5.85,5.77,1.386481802,,
5.875,5.77,1.819757366,,
5.875,5.77,1.819757366,,
5.785,5.77,0.259965338,,
5.785,5.77,0.259965338,,
5.625,5.77,2.512998267,,
5.625,5.77,2.512998267,,
5.9,5.77,2.253032929,,
5.9,5.77,2.253032929,,
5.475,5.77,5.112651646,,
5.475,5.77,5.112651646,,
131.015,5.78,2166.695502,,
131.015,5.78,2166.695502,,
6.375,5.78,10.29411765,,
6.375,5.78,10.29411765,,
5.56,5.78,3.806228374,,
5.56,5.78,3.806228374,,
5.765,5.78,0.259515571,,
5.765,5.78,0.259515571,,
5.625,5.78,2.6816609,,
5.625,5.78,2.6816609,,
6.035,5.78,4.411764706,,
6.035,5.78,4.411764706,,
5.755,5.78,0.432525952,,
5.755,5.78,0.432525952,,
131.905,5.79,2178.151986,,
131.905,5.79,2178.151986,,
5.765,5.79,0.431778929,,
5.765,5.79,0.431778929,,
5.89,5.79,1.727115717,,
5.89,5.79,1.727115717,,
5.775,5.79,0.259067358,,
5.775,5.79,0.259067358,,
6.08,5.79,5.008635579,,
6.08,5.79,5.008635579,,
119.75,5.79,1968.221071,,
119.75,5.79,1968.221071,,
5.85,5.8,0.862068966,,
5.85,5.8,0.862068966,,
5.86,5.8,1.034482759,,
5.86,5.8,1.034482759,,
6.175,5.8,6.465517241,,
6.175,5.8,6.465517241,,
5.87,5.8,1.206896552,,
5.87,5.8,1.206896552,,
5.915,5.8,1.982758621,,
5.915,5.8,1.982758621,,
132.29,5.8,2180.862069,,
132.29,5.8,2180.862069,,
5.74,5.81,1.204819277,,
5.74,5.81,1.204819277,,
5.775,5.81,0.602409639,,
5.775,5.81,0.602409639,,
5.85,5.81,0.688468158,,
5.85,5.81,0.688468158,,
5.83,5.82,0.171821306,,
5.83,5.82,0.171821306,,
5.8,5.83,0.51457976,,
5.8,5.83,0.51457976,,
5.935,5.83,1.80102916,,
5.935,5.83,1.80102916,,
5.645,5.83,3.173241852,,
5.645,5.83,3.173241852,,
5.82,5.83,0.171526587,,
5.82,5.83,0.171526587,,
5.82,5.84,0.342465753,,
5.82,5.84,0.342465753,,
5.895,5.84,0.941780822,,
5.895,5.84,0.941780822,,
5.905,5.84,1.113013699,,
5.905,5.84,1.113013699,,
6.14,5.84,5.136986301,,
6.14,5.84,5.136986301,,
5.865,5.84,0.428082192,,
5.865,5.84,0.428082192,,
5.66,5.85,3.247863248,,
5.66,5.85,3.247863248,,
6.155,5.85,5.213675214,,
6.155,5.85,5.213675214,,
6.09,5.85,4.102564103,,
6.09,5.85,4.102564103,,
5.695,5.85,2.64957265,,
5.695,5.85,2.64957265,,
5.575,5.85,4.700854701,,
5.575,5.85,4.700854701,,
5.765,5.85,1.452991453,,
5.765,5.85,1.452991453,,
6,5.86,2.389078498,,
6,5.86,2.389078498,,
5.655,5.86,3.498293515,,
5.655,5.86,3.498293515,,
5.885,5.86,0.42662116,,
5.885,5.86,0.42662116,,
6.09,5.86,3.924914676,,
6.09,5.86,3.924914676,,
5.945,5.87,1.277683135,,
5.945,5.87,1.277683135,,
5.675,5.87,3.32197615,,
5.675,5.87,3.32197615,,
5.655,5.87,3.662691652,,
5.655,5.87,3.662691652,,
119.92,5.88,1939.455782,,
119.92,5.88,1939.455782,,
5.905,5.88,0.425170068,,
5.905,5.88,0.425170068,,
5.575,5.88,5.18707483,,
5.575,5.88,5.18707483,,
5.92,5.88,0.680272109,,
5.92,5.88,0.680272109,,
6.115,5.88,3.996598639,,
6.115,5.88,3.996598639,,
5.93,5.88,0.850340136,,
5.93,5.88,0.850340136,,
5.805,5.89,1.443123939,,
5.805,5.89,1.443123939,,
5.9,5.89,0.169779287,,
5.9,5.89,0.169779287,,
6.08,5.89,3.225806452,,
6.08,5.89,3.225806452,,
6.04,5.89,2.546689304,,
6.04,5.89,2.546689304,,
5.8,5.89,1.528013582,,
5.8,5.89,1.528013582,,
5.915,5.9,0.254237288,,
5.915,5.9,0.254237288,,
6.025,5.9,2.118644068,,
6.025,5.9,2.118644068,,
5.875,5.9,0.423728814,,
5.875,5.9,0.423728814,,
137.705,5.9,2233.983051,,
137.705,5.9,2233.983051,,
6.14,5.91,3.891708968,,
6.14,5.91,3.891708968,,
5.675,5.91,3.976311337,,
5.675,5.91,3.976311337,,
5.895,5.91,0.253807107,,
5.895,5.91,0.253807107,,
6.275,5.91,6.175972927,,
6.275,5.91,6.175972927,,
5.755,5.91,2.622673435,,
5.755,5.91,2.622673435,,
5.71,5.91,3.384094755,,
5.71,5.91,3.384094755,,
6.155,5.91,4.145516074,,
6.155,5.91,4.145516074,,
6.08,5.92,2.702702703,,
6.08,5.92,2.702702703,,
5.66,5.92,4.391891892,,
5.66,5.92,4.391891892,,
5.755,5.93,2.951096121,,
5.755,5.93,2.951096121,,
5.99,5.93,1.011804384,,
5.99,5.93,1.011804384,,
5.91,5.93,0.337268128,,
5.91,5.93,0.337268128,,
5.73,5.93,3.372681282,,
5.73,5.93,3.372681282,,
5.915,5.93,0.252951096,,
5.915,5.93,0.252951096,,
6.12,5.94,3.03030303,,
6.12,5.94,3.03030303,,
5.86,5.94,1.346801347,,
5.86,5.94,1.346801347,,
124.02,5.94,1987.878788,,
124.02,5.94,1987.878788,,
6.04,5.94,1.683501684,,
6.04,5.94,1.683501684,,
6.04,5.94,1.683501684,,
6.04,5.94,1.683501684,,
5.82,5.95,2.18487395,,
5.82,5.95,2.18487395,,
5.855,5.95,1.596638655,,
5.855,5.95,1.596638655,,
6.365,5.95,6.974789916,,
6.365,5.95,6.974789916,,
6.12,5.95,2.857142857,,
6.12,5.95,2.857142857,,
5.97,5.96,0.167785235,,
5.97,5.96,0.167785235,,
114.52,5.96,1821.47651,,
114.52,5.96,1821.47651,,
132.29,5.96,2119.630872,,
132.29,5.96,2119.630872,,
5.92,5.96,0.67114094,,
5.92,5.96,0.67114094,,
6.075,5.97,1.75879397,,
6.075,5.97,1.75879397,,
6.12,5.97,2.512562814,,
6.12,5.97,2.512562814,,
137.705,5.97,2206.616415,,
137.705,5.97,2206.616415,,
6.115,5.97,2.42881072,,
6.115,5.97,2.42881072,,
5.885,5.98,1.588628763,,
5.885,5.98,1.588628763,,
5.935,5.98,0.752508361,,
5.935,5.98,0.752508361,,
6.3,5.98,5.351170569,,
6.3,5.98,5.351170569,,
5.885,5.99,1.752921536,,
5.885,5.99,1.752921536,,
5.71,5.99,4.674457429,,
5.71,5.99,4.674457429,,
6.05,5.99,1.001669449,,
6.05,5.99,1.001669449,,
5.99,5.99,0,,
5.99,5.99,0,,
136.33,6,2172.166667,,
136.33,6,2172.166667,,
5.825,6,2.916666667,,
5.825,6,2.916666667,,
5.8,6,3.333333333,,
5.8,6,3.333333333,,
5.905,6,1.583333333,,
5.905,6,1.583333333,,
5.945,6,0.916666667,,
5.945,6,0.916666667,,
6.085,6,1.416666667,,
6.085,6,1.416666667,,
6.12,6,2,,
6.12,6,2,,
6.26,6,4.333333333,,
6.26,6,4.333333333,,
5.95,6.01,0.998336106,,
5.95,6.01,0.998336106,,
6.16,6.01,2.495840266,,
6.16,6.01,2.495840266,,
6.1,6.01,1.49750416,,
6.1,6.01,1.49750416,,
5.705,6.01,5.074875208,,
5.705,6.01,5.074875208,,
5.89,6.01,1.996672213,,
5.89,6.01,1.996672213,,
6.05,6.02,0.49833887,,
6.05,6.02,0.49833887,,
6.245,6.02,3.737541528,,
6.245,6.02,3.737541528,,
124.215,6.02,1963.372093,,
124.215,6.02,1963.372093,,
6.18,6.03,2.487562189,,
6.18,6.03,2.487562189,,
6.245,6.03,3.565505804,,
6.245,6.03,3.565505804,,
116.935,6.03,1839.220564,,
116.935,6.03,1839.220564,,
6.055,6.03,0.414593698,,
6.055,6.03,0.414593698,,
6.025,6.03,0.08291874,,
6.025,6.03,0.08291874,,
6.09,6.03,0.995024876,,
6.09,6.03,0.995024876,,
5.895,6.03,2.23880597,,
5.895,6.03,2.23880597,,
5.9,6.03,2.155887231,,
5.9,6.03,2.155887231,,
6.2,6.04,2.649006623,,
6.2,6.04,2.649006623,,
5.75,6.04,4.801324503,,
5.75,6.04,4.801324503,,
5.95,6.04,1.490066225,,
5.95,6.04,1.490066225,,
5.92,6.04,1.986754967,,
5.92,6.04,1.986754967,,
6.04,6.04,0,,
6.04,6.04,0,,
5.81,6.04,3.80794702,,
5.81,6.04,3.80794702,,
6.025,6.05,0.41322314,,
6.025,6.05,0.41322314,,
5.71,6.05,5.619834711,,
5.71,6.05,5.619834711,,
6.275,6.05,3.719008264,,
6.275,6.05,3.719008264,,
6.015,6.05,0.578512397,,
6.015,6.05,0.578512397,,
6,6.05,0.826446281,,
6,6.05,0.826446281,,
5.88,6.05,2.809917355,,
5.88,6.05,2.809917355,,
6.065,6.05,0.247933884,,
6.065,6.05,0.247933884,,
6.185,6.06,2.062706271,,
6.185,6.06,2.062706271,,
6.205,6.06,2.392739274,,
6.205,6.06,2.392739274,,
6.18,6.06,1.98019802,,
6.18,6.06,1.98019802,,
6.075,6.07,0.082372323,,
6.075,6.07,0.082372323,,
5.975,6.07,1.565074135,,
5.975,6.07,1.565074135,,
6.175,6.07,1.729818781,,
6.175,6.07,1.729818781,,
6.025,6.07,0.741350906,,
6.025,6.07,0.741350906,,
6.115,6.08,0.575657895,,
6.115,6.08,0.575657895,,
6.385,6.08,5.016447368,,
6.385,6.08,5.016447368,,
6.4,6.08,5.263157895,,
6.4,6.08,5.263157895,,
6.015,6.08,1.069078947,,
6.015,6.08,1.069078947,,
6.135,6.08,0.904605263,,
6.135,6.08,0.904605263,,
6.25,6.08,2.796052632,,
6.25,6.08,2.796052632,,
6.235,6.08,2.549342105,,
6.235,6.08,2.549342105,,
6.055,6.09,0.574712644,,
6.055,6.09,0.574712644,,
6.04,6.09,0.821018062,,
6.04,6.09,0.821018062,,
6.035,6.09,0.903119869,,
6.035,6.09,0.903119869,,
124.34,6.09,1941.707718,,
124.34,6.09,1941.707718,,
6.275,6.09,3.037766831,,
6.275,6.09,3.037766831,,
6.275,6.09,3.037766831,,
6.275,6.09,3.037766831,,
6.16,6.09,1.149425287,,
6.16,6.09,1.149425287,,
6.015,6.09,1.231527094,,
6.015,6.09,1.231527094,,
6.37,6.1,4.426229508,,
6.37,6.1,4.426229508,,
5.99,6.1,1.803278689,,
5.99,6.1,1.803278689,,
5.955,6.1,2.37704918,,
5.955,6.1,2.37704918,,
6.27,6.1,2.786885246,,
6.27,6.1,2.786885246,,
6.225,6.11,1.882160393,,
6.225,6.11,1.882160393,,
6.285,6.11,2.864157119,,
6.285,6.11,2.864157119,,
6.155,6.11,0.736497545,,
6.155,6.11,0.736497545,,
6.055,6.11,0.900163666,,
6.055,6.11,0.900163666,,
6.055,6.11,0.900163666,,
6.055,6.11,0.900163666,,
6.245,6.11,2.209492635,,
6.245,6.11,2.209492635,,
6.145,6.11,0.572831424,,
6.145,6.11,0.572831424,,
6.28,6.12,2.614379085,,
6.28,6.12,2.614379085,,
6.32,6.12,3.267973856,,
6.32,6.12,3.267973856,,
130.89,6.12,2038.72549,,
130.89,6.12,2038.72549,,
6.19,6.12,1.14379085,,
6.19,6.12,1.14379085,,
6.225,6.12,1.715686275,,
6.225,6.12,1.715686275,,
6.3,6.12,2.941176471,,
6.3,6.12,2.941176471,,
6.08,6.13,0.815660685,,
6.08,6.13,0.815660685,,
132.515,6.13,2061.745514,,
132.515,6.13,2061.745514,,
6.145,6.13,0.244698206,,
6.145,6.13,0.244698206,,
5.885,6.13,3.996737357,,
5.885,6.13,3.996737357,,
6.23,6.13,1.63132137,,
6.23,6.13,1.63132137,,
6.17,6.13,0.652528548,,
6.17,6.13,0.652528548,,
6.275,6.13,2.365415987,,
6.275,6.13,2.365415987,,
131.015,6.13,2037.275693,,
131.015,6.13,2037.275693,,
6.045,6.13,1.386623165,,
6.045,6.13,1.386623165,,
6.015,6.14,2.035830619,,
6.015,6.14,2.035830619,,
6.19,6.14,0.814332248,,
6.19,6.14,0.814332248,,
6.275,6.14,2.198697068,,
6.275,6.14,2.198697068,,
6.18,6.14,0.651465798,,
6.18,6.14,0.651465798,,
6.065,6.15,1.382113821,,
6.065,6.15,1.382113821,,
130.89,6.15,2028.292683,,
130.89,6.15,2028.292683,,
5.965,6.15,3.008130081,,
5.965,6.15,3.008130081,,
6.46,6.15,5.040650407,,
6.46,6.15,5.040650407,,
6.17,6.15,0.325203252,,
6.17,6.15,0.325203252,,
6.04,6.15,1.788617886,,
6.04,6.15,1.788617886,,
132.515,6.15,2054.715447,,
132.515,6.15,2054.715447,,
6.08,6.15,1.138211382,,
6.08,6.15,1.138211382,,
6.2,6.16,0.649350649,,
6.2,6.16,0.649350649,,
6.23,6.16,1.136363636,,
6.23,6.16,1.136363636,,
6.23,6.16,1.136363636,,
6.23,6.16,1.136363636,,
5.885,6.16,4.464285714,,
5.885,6.16,4.464285714,,
6.15,6.16,0.162337662,,
6.15,6.16,0.162337662,,
6.19,6.16,0.487012987,,
6.19,6.16,0.487012987,,
6.18,6.17,0.162074554,,
6.18,6.17,0.162074554,,
6.2,6.17,0.486223663,,
6.2,6.17,0.486223663,,
6.17,6.17,0,,
6.17,6.17,0,,
6.185,6.17,0.243111831,,
6.185,6.17,0.243111831,,
6.155,6.17,0.243111831,,
6.155,6.17,0.243111831,,
6.305,6.17,2.188006483,,
6.305,6.17,2.188006483,,
6.08,6.17,1.458670989,,
6.08,6.17,1.458670989,,
6.14,6.18,0.647249191,,
6.14,6.18,0.647249191,,
6.18,6.18,0,,
6.18,6.18,0,,
6.02,6.18,2.588996764,,
6.02,6.18,2.588996764,,
6.23,6.18,0.809061489,,
6.23,6.18,0.809061489,,
6.305,6.18,2.022653722,,
6.305,6.18,2.022653722,,
6.095,6.18,1.375404531,,
6.095,6.18,1.375404531,,
6.295,6.18,1.860841424,,
6.295,6.18,1.860841424,,
6.1,6.18,1.294498382,,
6.1,6.18,1.294498382,,
6.05,6.19,2.261712439,,
6.05,6.19,2.261712439,,
6.36,6.19,2.746365105,,
6.36,6.19,2.746365105,,
6.36,6.19,2.746365105,,
6.36,6.19,2.746365105,,
6.2,6.19,0.161550889,,
6.2,6.19,0.161550889,,
6.275,6.19,1.373182553,,
6.275,6.19,1.373182553,,
131.995,6.19,2032.390953,,
131.995,6.19,2032.390953,,
6.4,6.19,3.392568659,,
6.4,6.19,3.392568659,,
6.305,6.19,1.857835218,,
6.305,6.19,1.857835218,,
6.39,6.2,3.064516129,,
6.39,6.2,3.064516129,,
6.265,6.2,1.048387097,,
6.265,6.2,1.048387097,,
6.37,6.2,2.741935484,,
6.37,6.2,2.741935484,,
6.275,6.2,1.209677419,,
6.275,6.2,1.209677419,,
6.21,6.2,0.161290323,,
6.21,6.2,0.161290323,,
6.39,6.2,3.064516129,,
6.39,6.2,3.064516129,,
6.29,6.21,1.288244767,,
6.29,6.21,1.288244767,,
6.32,6.21,1.771336554,,
6.32,6.21,1.771336554,,
6.095,6.21,1.851851852,,
6.095,6.21,1.851851852,,
6.295,6.21,1.368760064,,
6.295,6.21,1.368760064,,
6.25,6.21,0.644122383,,
6.25,6.21,0.644122383,,
6.39,6.21,2.898550725,,
6.39,6.21,2.898550725,,
6.27,6.21,0.966183575,,
6.27,6.21,0.966183575,,
6.5,6.22,4.501607717,,
6.5,6.22,4.501607717,,
6.485,6.22,4.260450161,,
6.485,6.22,4.260450161,,
6.085,6.22,2.170418006,,
6.085,6.22,2.170418006,,
6.28,6.22,0.964630225,,
6.28,6.22,0.964630225,,
6.2,6.22,0.321543408,,
6.2,6.22,0.321543408,,
6.25,6.22,0.482315113,,
6.25,6.22,0.482315113,,
6.195,6.23,0.561797753,,
6.195,6.23,0.561797753,,
6.275,6.23,0.722311396,,
6.275,6.23,0.722311396,,
6.185,6.23,0.722311396,,
6.185,6.23,0.722311396,,
6.145,6.23,1.364365971,,
6.145,6.23,1.364365971,,
6.26,6.23,0.481540931,,
6.26,6.23,0.481540931,,
6.28,6.23,0.802568218,,
6.28,6.23,0.802568218,,
6.31,6.23,1.284109149,,
6.31,6.23,1.284109149,,
6.055,6.23,2.808988764,,
6.055,6.23,2.808988764,,
6.315,6.24,1.201923077,,
6.315,6.24,1.201923077,,
6.295,6.24,0.881410256,,
6.295,6.24,0.881410256,,
131.12,6.24,2001.282051,,
131.12,6.24,2001.282051,,
5.965,6.24,4.407051282,,
5.965,6.24,4.407051282,,
6.68,6.24,7.051282051,,
6.68,6.24,7.051282051,,
6.245,6.24,0.080128205,,
6.245,6.24,0.080128205,,
6.28,6.25,0.48,,
6.28,6.25,0.48,,
6.3,6.25,0.8,,
6.3,6.25,0.8,,
6.48,6.25,3.68,,
6.48,6.25,3.68,,
5.89,6.25,5.76,,
5.89,6.25,5.76,,
6.325,6.25,1.2,,
6.325,6.25,1.2,,
6.335,6.25,1.36,,
6.335,6.25,1.36,,
6.145,6.25,1.68,,
6.145,6.25,1.68,,
6.13,6.25,1.92,,
6.13,6.25,1.92,,
6.105,6.25,2.32,,
6.105,6.25,2.32,,
6.22,6.25,0.48,,
6.22,6.25,0.48,,
6.145,6.26,1.837060703,,
6.145,6.26,1.837060703,,
6.46,6.26,3.194888179,,
6.46,6.26,3.194888179,,
5.98,6.26,4.47284345,,
5.98,6.26,4.47284345,,
119.75,6.26,1812.939297,,
119.75,6.26,1812.939297,,
6.245,6.26,0.239616613,,
6.245,6.26,0.239616613,,
6.25,6.26,0.159744409,,
6.25,6.26,0.159744409,,
6.33,6.26,1.118210863,,
6.33,6.26,1.118210863,,
6.28,6.26,0.319488818,,
6.28,6.26,0.319488818,,
6.365,6.26,1.677316294,,
6.365,6.26,1.677316294,,
6.155,6.26,1.677316294,,
6.155,6.26,1.677316294,,
135.57,6.26,2065.654952,,
135.57,6.26,2065.654952,,
6.305,6.26,0.71884984,,
